Local Part Number,Component Type,Package,Value,Tolerance,Power,Composition,Description,Library Ref,Library Path,Footprint Ref,Footprint Path,Manufacturer 1,Manufacturer Part Number 1,Supplier 1,Supplier Part Number 1,Manufacturer 2,Manufacturer Part Number 2,Supplier 2,Supplier Part Number 2,Manufacturer 3,Manufacturer Part Number 3,Supplier 3,Supplier Part Number 3
RES0402-0392,Resistor,SMT-0402,2.74K,1%,1/16W,Thick Film,Resistor 2.74K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04022K74FKED,Digikey,541-2.74KLCT-ND,Samsung,RC1005F2741CS,Digikey,1276-4057-1-ND,Stackpole Electronics,RMCF0402FT2K74,Digikey,RMCF0402FT2K74CT-ND
RES0402-0393,Resistor,SMT-0402,2.80K,1%,1/16W,Thick Film,Resistor 2.80K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04022K80FKED,Digikey,541-2.80KLCT-ND,Samsung,RC1005F2801CS,Digikey,1276-4058-1-ND,Stackpole Electronics,RMCF0402FT2K80,Digikey,RMCF0402FT2K80CT-ND
RES0402-0394,Resistor,SMT-0402,2.87K,1%,1/16W,Thick Film,Resistor 2.87K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04022K87FKED,Digikey,541-2.87KLCT-ND,Samsung,RC1005F2871CS,Digikey,1276-4059-1-ND,Stackpole Electronics,RMCF0402FT2K87,Digikey,RMCF0402FT2K87CT-ND
RES0402-0395,Resistor,SMT-0402,2.94K,1%,1/16W,Thick Film,Resistor 2.94K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04022K94FKED,Digikey,541-2.94KLCT-ND,,,,,Stackpole Electronics,RMCF0402FT2K94,Digikey,RMCF0402FT2K94CT-ND
RES0402-0396,Resistor,SMT-0402,3.00K,1%,1/16W,Thick Film,Resistor 3.00K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K00FKED,Digikey,541-3.00KLCT-ND,Samsung,RC1005F302CS,Digikey,1276-4060-1-ND,Stackpole Electronics,RMCF0402FT3K00,Digikey,RMCF0402FT3K00CT-ND
RES0402-0397,Resistor,SMT-0402,3.01K,1%,1/16W,Thick Film,Resistor 3.01K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K01FKED,Digikey,541-3.01KLCT-ND,Samsung,RC1005F3011CS,Digikey,1276-4061-1-ND,Stackpole Electronics,RMCF0402FT3K01,Digikey,RMCF0402FT3K01CT-ND
RES0402-0398,Resistor,SMT-0402,3.09K,1%,1/16W,Thick Film,Resistor 3.09K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K09FKED,Digikey,541-3.09KLCT-ND,Samsung,RC1005F3091CS,Digikey,1276-4062-1-ND,Stackpole Electronics,RMCF0402FT3K09,Digikey,RMCF0402FT3K09CT-ND
RES0402-0399,Resistor,SMT-0402,3.16K,1%,1/16W,Thick Film,Resistor 3.16K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K16FKED,Digikey,541-3.16KLCT-ND,Samsung,RC1005F3161CS,Digikey,1276-4063-1-ND,Stackpole Electronics,RMCF0402FT3K16,Digikey,RMCF0402FT3K16CT-ND
RES0402-0400,Resistor,SMT-0402,3.24K,1%,1/16W,Thick Film,Resistor 3.24K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K24FKED,Digikey,541-3.24KLCT-ND,Samsung,RC1005F3241CS,Digikey,1276-4064-1-ND,Stackpole Electronics,RMCF0402FT3K24,Digikey,RMCF0402FT3K24CT-ND
RES0402-0401,Resistor,SMT-0402,3.30K,1%,1/16W,Thick Film,Resistor 3.30K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K30FKED,Digikey,541-3.30KLCT-ND,Samsung,RC1005F332CS,Digikey,1276-3460-1-ND,Stackpole Electronics,RMCF0402FT3K30,Digikey,RMCF0402FT3K30CT-ND
RES0402-0402,Resistor,SMT-0402,3.32K,1%,1/16W,Thick Film,Resistor 3.32K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K32FKED,Digikey,541-3.32KLCT-ND,Samsung,RC1005F3321CS,Digikey,1276-4065-1-ND,Stackpole Electronics,RMCF0402FT3K32,Digikey,RMCF0402FT3K32CT-ND
RES0402-0403,Resistor,SMT-0402,3.40K,1%,1/16W,Thick Film,Resistor 3.40K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K40FKED,Digikey,541-3.40KLCT-ND,Samsung,RC1005F3401CS,Digikey,1276-4066-1-ND,,,,
RES0402-0404,Resistor,SMT-0402,3.48K,1%,1/16W,Thick Film,Resistor 3.48K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K48FKED,Digikey,541-3.48KLCT-ND,Samsung,RC1005F3481CS,Digikey,1276-4067-1-ND,Stackpole Electronics,RMCF0402FT3K48,Digikey,RMCF0402FT3K48CT-ND
RES0402-0405,Resistor,SMT-0402,3.57K,1%,1/16W,Thick Film,Resistor 3.57K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K57FKED,Digikey,541-3.57KLCT-ND,Samsung,RC1005F3571CS,Digikey,1276-4068-1-ND,Stackpole Electronics,RMCF0402FT3K57,Digikey,RMCF0402FT3K57CT-ND
RES0402-0406,Resistor,SMT-0402,3.60K,1%,1/16W,Thick Film,Resistor 3.60K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K60FKED,Digikey,541-3.60KLCT-ND,Samsung,RC1005F362CS,Digikey,1276-4069-1-ND,,,,
RES0402-0407,Resistor,SMT-0402,3.65K,1%,1/16W,Thick Film,Resistor 3.65K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K65FKED,Digikey,541-3.65KLCT-ND,Samsung,RC1005F3651CS,Digikey,1276-4070-1-ND,Stackpole Electronics,RMCF0402FT3K65,Digikey,RMCF0402FT3K65CT-ND
RES0402-0408,Resistor,SMT-0402,3.74K,1%,1/16W,Thick Film,Resistor 3.74K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K74FKED,Digikey,541-3.74KLCT-ND,Samsung,RC1005F3741CS,Digikey,1276-4071-1-ND,Stackpole Electronics,RMCF0402FT3K74,Digikey,RMCF0402FT3K74CT-ND
RES0402-0409,Resistor,SMT-0402,3.83K,1%,1/16W,Thick Film,Resistor 3.83K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K83FKED,Digikey,541-3.83KLCT-ND,Samsung,RC1005F3831CS,Digikey,1276-4072-1-ND,Stackpole Electronics,RMCF0402FT3K83,Digikey,RMCF0402FT3K83CT-ND
RES0402-0410,Resistor,SMT-0402,3.90K,1%,1/16W,Thick Film,Resistor 3.90K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K90FKED,Digikey,541-3.90KLCT-ND,Samsung,RC1005F392CS,Digikey,1276-4073-1-ND,Stackpole Electronics,RMCF0402FT3K90,Digikey,RMCF0402FT3K90CT-ND
RES0402-0411,Resistor,SMT-0402,3.92K,1%,1/16W,Thick Film,Resistor 3.92K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04023K92FKED,Digikey,541-3.92KLCT-ND,Samsung,RC1005F3921CS,Digikey,1276-4074-1-ND,Stackpole Electronics,RMCF0402FT3K92,Digikey,RMCF0402FT3K92CT-ND
RES0402-0412,Resistor,SMT-0402,4.02K,1%,1/16W,Thick Film,Resistor 4.02K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K02FKED,Digikey,541-4.02KLCT-ND,Samsung,RC1005F4021CS,Digikey,1276-4075-1-ND,Stackpole Electronics,RMCF0402FT4K02,Digikey,RMCF0402FT4K02CT-ND
RES0402-0413,Resistor,SMT-0402,4.12K,1%,1/16W,Thick Film,Resistor 4.12K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K12FKED,Digikey,541-4.12KLCT-ND,Samsung,RC1005F4121CS,Digikey,1276-4076-1-ND,Stackpole Electronics,RMCF0402FT4K12,Digikey,RMCF0402FT4K12CT-ND
RES0402-0414,Resistor,SMT-0402,4.22K,1%,1/16W,Thick Film,Resistor 4.22K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K22FKED,Digikey,541-4.22KLCT-ND,Samsung,RC1005F4221CS,Digikey,1276-4077-1-ND,Stackpole Electronics,RMCF0402FT4K22,Digikey,RMCF0402FT4K22CT-ND
RES0402-0415,Resistor,SMT-0402,4.30K,1%,1/16W,Thick Film,Resistor 4.30K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K30FKED,Digikey,541-4.30KLCT-ND,Samsung,RC1005F432CS,Digikey,1276-4078-1-ND,Stackpole Electronics,RMCF0402FT4K30,Digikey,RMCF0402FT4K30CT-ND
RES0402-0416,Resistor,SMT-0402,4.32K,1%,1/16W,Thick Film,Resistor 4.32K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K32FKED,Digikey,541-4.32KLCT-ND,Samsung,RC1005F4321CS,Digikey,1276-4079-1-ND,Stackpole Electronics,RMCF0402FT4K32,Digikey,RMCF0402FT4K32CT-ND
RES0402-0417,Resistor,SMT-0402,4.42K,1%,1/16W,Thick Film,Resistor 4.42K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K42FKED,Digikey,541-4.42KLCT-ND,Samsung,RC1005F4421CS,Digikey,1276-4080-1-ND,Stackpole Electronics,RMCF0402FT4K42,Digikey,RMCF0402FT4K42CT-ND
RES0402-0418,Resistor,SMT-0402,4.53K,1%,1/16W,Thick Film,Resistor 4.53K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K53FKED,Digikey,541-4.53KLCT-ND,Samsung,RC1005F4531CS,Digikey,1276-4081-1-ND,Stackpole Electronics,RMCF0402FT4K53,Digikey,RMCF0402FT4K53CT-ND
RES0402-0419,Resistor,SMT-0402,4.64K,1%,1/16W,Thick Film,Resistor 4.64K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K64FKED,Digikey,541-4.64KLCT-ND,Samsung,RC1005F4641CS,Digikey,1276-4082-1-ND,Stackpole Electronics,RMCF0402FT4K64,Digikey,RMCF0402FT4K64CT-ND
RES0402-0420,Resistor,SMT-0402,4.70K,1%,1/16W,Thick Film,Resistor 4.70K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K70FKED,Digikey,541-4.70KLCT-ND,Samsung,RC1005F472CS,Digikey,1276-3466-1-ND,Stackpole Electronics,RMCF0402FT4K70,Digikey,RMCF0402FT4K70CT-ND
RES0402-0421,Resistor,SMT-0402,4.75K,1%,1/16W,Thick Film,Resistor 4.75K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K75FKED,Digikey,541-4.75KLCT-ND,Samsung,RC1005F4751CS,Digikey,1276-4083-1-ND,Stackpole Electronics,RMCF0402FT4K75,Digikey,RMCF0402FT4K75CT-ND
RES0402-0422,Resistor,SMT-0402,4.87K,1%,1/16W,Thick Film,Resistor 4.87K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K87FKED,Digikey,541-4.87KLCT-ND,Samsung,RC1005F4871CS,Digikey,1276-4084-1-ND,Stackpole Electronics,RMCF0402FT4K87,Digikey,RMCF0402FT4K87CT-ND
RES0402-0423,Resistor,SMT-0402,4.99K,1%,1/16W,Thick Film,Resistor 4.99K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04024K99FKED,Digikey,541-4.99KLCT-ND,Samsung,RC1005F4991CS,Digikey,1276-3468-1-ND,Stackpole Electronics,RMCF0402FT4K99,Digikey,RMCF0402FT4K99CT-ND
RES0402-0424,Resistor,SMT-0402,5.10K,1%,1/16W,Thick Film,Resistor 5.10K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04025K10FKED,Digikey,541-5.10KLCT-ND,Samsung,RC1005F512CS,Digikey,1276-4085-1-ND,Stackpole Electronics,RMCF0402FT5K10,Digikey,RMCF0402FT5K10CT-ND
RES0402-0425,Resistor,SMT-0402,5.11K,1%,1/16W,Thick Film,Resistor 5.11K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04025K11FKED,Digikey,541-5.11KLCT-ND,Samsung,RC1005F5111CS,Digikey,1276-4086-1-ND,Stackpole Electronics,RMCF0402FT5K11,Digikey,RMCF0402FT5K11CT-ND
RES0402-0426,Resistor,SMT-0402,5.23K,1%,1/16W,Thick Film,Resistor 5.23K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04025K23FKED,Digikey,541-5.23KLCT-ND,Samsung,RC1005F5231CS,Digikey,1276-4087-1-ND,Stackpole Electronics,RMCF0402FT5K23,Digikey,RMCF0402FT5K23CT-ND
RES0402-0427,Resistor,SMT-0402,5.36K,1%,1/16W,Thick Film,Resistor 5.36K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04025K36FKED,Digikey,541-5.36KLCT-ND,Samsung,RC1005F5361CS,Digikey,1276-4088-1-ND,Stackpole Electronics,RMCF0402FT5K36,Digikey,RMCF0402FT5K36CT-ND
RES0402-0428,Resistor,SMT-0402,5.49K,1%,1/16W,Thick Film,Resistor 5.49K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04025K49FKED,Digikey,541-5.49KLCT-ND,Samsung,RC1005F5491CS,Digikey,1276-3471-1-ND,Stackpole Electronics,RMCF0402FT5K49,Digikey,RMCF0402FT5K49CT-ND
RES0402-0429,Resistor,SMT-0402,5.60K,1%,1/16W,Thick Film,Resistor 5.60K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04025K60FKED,Digikey,541-5.60KLCT-ND,Samsung,RC1005F562CS,Digikey,1276-4089-1-ND,Stackpole Electronics,RMCF0402FT5K60,Digikey,RMCF0402FT5K60CT-ND
RES0402-0430,Resistor,SMT-0402,5.62K,1%,1/16W,Thick Film,Resistor 5.62K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04025K62FKED,Digikey,541-5.62KLCT-ND,Samsung,RC1005F5621CS,Digikey,1276-4090-1-ND,Stackpole Electronics,RMCF0402FT5K62,Digikey,RMCF0402FT5K62CT-ND
RES0402-0431,Resistor,SMT-0402,5.76K,1%,1/16W,Thick Film,Resistor 5.76K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04025K76FKED,Digikey,541-5.76KLCT-ND,Samsung,RC1005F5761CS,Digikey,1276-4091-1-ND,Stackpole Electronics,RMCF0402FT5K76,Digikey,RMCF0402FT5K76CT-ND
RES0402-0432,Resistor,SMT-0402,5.90K,1%,1/16W,Thick Film,Resistor 5.90K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04025K90FKED,Digikey,541-5.90KLCT-ND,Samsung,RC1005F5901CS,Digikey,1276-4092-1-ND,Stackpole Electronics,RMCF0402FT5K90,Digikey,RMCF0402FT5K90CT-ND
RES0402-0433,Resistor,SMT-0402,6.04K,1%,1/16W,Thick Film,Resistor 6.04K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04026K04FKED,Digikey,541-6.04KLCT-ND,Samsung,RC1005F6041CS,Digikey,1276-4093-1-ND,Stackpole Electronics,RMCF0402FT6K04,Digikey,RMCF0402FT6K04CT-ND
RES0402-0434,Resistor,SMT-0402,6.19K,1%,1/16W,Thick Film,Resistor 6.19K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04026K19FKED,Digikey,541-6.19KLCT-ND,Samsung,RC1005F6191CS,Digikey,1276-4094-1-ND,Stackpole Electronics,RMCF0402FT6K19,Digikey,RMCF0402FT6K19CT-ND
RES0402-0435,Resistor,SMT-0402,6.20K,1%,1/16W,Thick Film,Resistor 6.20K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04026K20FKED,Digikey,541-6.20KLCT-ND,Samsung,RC1005F622CS,Digikey,1276-3474-1-ND,Stackpole Electronics,RMCF0402FT6K20,Digikey,RMCF0402FT6K20CT-ND
RES0402-0436,Resistor,SMT-0402,6.34K,1%,1/16W,Thick Film,Resistor 6.34K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04026K34FKED,Digikey,541-6.34KLCT-ND,Samsung,RC1005F6341CS,Digikey,1276-4095-1-ND,Stackpole Electronics,RMCF0402FT6K34,Digikey,RMCF0402FT6K34CT-ND
RES0402-0437,Resistor,SMT-0402,6.49K,1%,1/16W,Thick Film,Resistor 6.49K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04026K49FKED,Digikey,541-6.49KLCT-ND,Samsung,RC1005F6491CS,Digikey,1276-4096-1-ND,Stackpole Electronics,RMCF0402FT6K49,Digikey,RMCF0402FT6K49CT-ND
RES0402-0438,Resistor,SMT-0402,6.65K,1%,1/16W,Thick Film,Resistor 6.65K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04026K65FKED,Digikey,541-6.65KLCT-ND,Samsung,RC1005F6651CS,Digikey,1276-4097-1-ND,Stackpole Electronics,RMCF0402FT6K65,Digikey,RMCF0402FT6K65CT-ND
RES0402-0439,Resistor,SMT-0402,6.80K,1%,1/16W,Thick Film,Resistor 6.80K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04026K80FKED,Digikey,541-6.80KLCT-ND,Samsung,RC1005F682CS,Digikey,1276-4098-1-ND,Stackpole Electronics,RMCF0402FT6K80,Digikey,RMCF0402FT6K80CT-ND
RES0402-0440,Resistor,SMT-0402,6.81K,1%,1/16W,Thick Film,Resistor 6.81K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04026K81FKED,Digikey,541-6.81KLCT-ND,Samsung,RC1005F6811CS,Digikey,1276-4099-1-ND,Stackpole Electronics,RMCF0402FT6K81,Digikey,RMCF0402FT6K81CT-ND
RES0402-0441,Resistor,SMT-0402,6.98K,1%,1/16W,Thick Film,Resistor 6.98K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04026K98FKED,Digikey,541-6.98KLCT-ND,,,,,Stackpole Electronics,RMCF0402FT6K98,Digikey,RMCF0402FT6K98CT-ND
RES0402-0442,Resistor,SMT-0402,7.15K,1%,1/16W,Thick Film,Resistor 7.15K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04027K15FKED,Digikey,541-7.15KLCT-ND,Samsung,RC1005F7151CS,Digikey,1276-4100-1-ND,Stackpole Electronics,RMCF0402FT7K15,Digikey,RMCF0402FT7K15CT-ND
RES0402-0443,Resistor,SMT-0402,7.32K,1%,1/16W,Thick Film,Resistor 7.32K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04027K32FKED,Digikey,541-7.32KLCT-ND,Samsung,RC1005F7321CS,Digikey,1276-4101-1-ND,Stackpole Electronics,RMCF0402FT7K32,Digikey,RMCF0402FT7K32CT-ND
RES0402-0444,Resistor,SMT-0402,7.50K,1%,1/16W,Thick Film,Resistor 7.50K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04027K50FKED,Digikey,541-7.50KLCT-ND,Samsung,RC1005F752CS,Digikey,1276-4102-1-ND,Stackpole Electronics,RMCF0402FT7K50,Digikey,RMCF0402FT7K50CT-ND
RES0402-0445,Resistor,SMT-0402,7.68K,1%,1/16W,Thick Film,Resistor 7.68K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04027K68FKED,Digikey,541-7.68KLCT-ND,Samsung,RC1005F7681CS,Digikey,1276-4103-1-ND,Stackpole Electronics,RMCF0402FT7K68,Digikey,RMCF0402FT7K68CT-ND
RES0402-0446,Resistor,SMT-0402,7.87K,1%,1/16W,Thick Film,Resistor 7.87K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04027K87FKED,Digikey,541-7.87KLCT-ND,Samsung,RC1005F7871CS,Digikey,1276-4104-1-ND,Stackpole Electronics,RMCF0402FT7K87,Digikey,RMCF0402FT7K87CT-ND
RES0402-0447,Resistor,SMT-0402,8.06K,1%,1/16W,Thick Film,Resistor 8.06K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04028K06FKED,Digikey,541-8.06KLCT-ND,Samsung,RC1005F8061CS,Digikey,1276-4105-1-ND,Stackpole Electronics,RMCF0402FT8K06,Digikey,RMCF0402FT8K06CT-ND
RES0402-0448,Resistor,SMT-0402,8.20K,1%,1/16W,Thick Film,Resistor 8.20K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04028K20FKED,Digikey,541-8.20KLCT-ND,Samsung,RC1005F822CS,Digikey,1276-4106-1-ND,Stackpole Electronics,RMCF0402FT8K20,Digikey,RMCF0402FT8K20CT-ND
RES0402-0449,Resistor,SMT-0402,8.25K,1%,1/16W,Thick Film,Resistor 8.25K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04028K25FKED,Digikey,541-8.25KLCT-ND,Samsung,RC1005F8251CS,Digikey,1276-4107-1-ND,Stackpole Electronics,RMCF0402FT8K25,Digikey,RMCF0402FT8K25CT-ND
RES0402-0450,Resistor,SMT-0402,8.45K,1%,1/16W,Thick Film,Resistor 8.45K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04028K45FKED,Digikey,541-8.45KLCT-ND,Samsung,RC1005F8451CS,Digikey,1276-4108-1-ND,Stackpole Electronics,RMCF0402FT8K45,Digikey,RMCF0402FT8K45CT-ND
RES0402-0451,Resistor,SMT-0402,8.66K,1%,1/16W,Thick Film,Resistor 8.66K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04028K66FKED,Digikey,541-8.66KLCT-ND,Samsung,RC1005F8661CS,Digikey,1276-4109-1-ND,Stackpole Electronics,RMCF0402FT8K66,Digikey,RMCF0402FT8K66CT-ND
RES0402-0452,Resistor,SMT-0402,8.87K,1%,1/16W,Thick Film,Resistor 8.87K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04028K87FKED,Digikey,541-8.87KLCT-ND,Samsung,RC1005F8871CS,Digikey,1276-4110-1-ND,Stackpole Electronics,RMCF0402FT8K87,Digikey,RMCF0402FT8K87CT-ND
RES0402-0453,Resistor,SMT-0402,9.09K,1%,1/16W,Thick Film,Resistor 9.09K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04029K09FKED,Digikey,541-9.09KLCT-ND,Samsung,RC1005F9091CS,Digikey,1276-4111-1-ND,Stackpole Electronics,RMCF0402FT9K09,Digikey,RMCF0402FT9K09CT-ND
RES0402-0454,Resistor,SMT-0402,9.10K,1%,1/16W,Thick Film,Resistor 9.10K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04029K10FKED,Digikey,541-9.10KLCT-ND,Samsung,RC1005F912CS,Digikey,1276-4112-1-ND,Stackpole Electronics,RMCF0402FT9K10,Digikey,RMCF0402FT9K10CT-ND
RES0402-0455,Resistor,SMT-0402,9.31K,1%,1/16W,Thick Film,Resistor 9.31K 1% 1/16W SMT-0402,Resistor,..\Schematic\Symbols.SchLib,0402,..\PCB\footprints.PcbLib,Vishay Dale,CRCW04029K31FKED,Digikey,541-9.31KLCT-ND,Samsung,RC1005F9311CS,Digikey,1276-4113-1-ND,Stackpole Electronics,RMCF0402FT9K31,Digikey,RMCF0402FT9K31CT-ND
